ts_utc,mid,spread_bps,depth_bid_0p5pct,depth_ask_0p5pct,depth_bid_1pct,depth_ask_1pct,depth_bid_0p5pct_usd,depth_ask_0p5pct_usd,depth_bid_1pct_usd,depth_ask_1pct_usd
2025-09-21T22:45:02Z,0.48385,2.0667562261029038,2102617.6999999997,2786593.9000000004,5134164.800000002,3962518.0,1014865.09976,1351273.0630700001,2470685.68029,1924344.3784800004
