ts_utc,buy_qty,sell_qty,buy_quote,sell_quote,delta_quote
2025-09-22T16:46:59Z,119581.7,112254.00000000001,51464.38865,48306.807810000006,3157.580839999995
2025-09-22T16:47:59Z,138455.3,123454.6,59550.99953,53118.12543,6432.874100000001
2025-09-22T16:48:59Z,224239.8,304643.50000000006,96590.31391,131267.12062,-34676.806710000004
2025-09-22T16:49:59Z,142104.2,85381.0,61179.1003,36769.12748,24409.972819999995
2025-09-22T16:50:59Z,168428.4,58303.20000000001,72637.46706,25147.558950000006,47489.90810999999
2025-09-22T16:51:59Z,59273.4,43716.1,25547.09438,18843.87841,6703.2159699999975
2025-09-22T16:52:59Z,29202.6,78716.79999999999,12578.58867,33905.93095,-21327.342280000004
2025-09-22T16:53:59Z,81774.0,100522.6,35198.45686,43280.72043000001,-8082.26357000001
2025-09-22T16:54:59Z,95863.4,74017.20000000001,41289.52072,31897.78662,9391.734100000001
2025-09-22T16:55:59Z,182353.5,89260.70000000001,78584.74593,38468.20189,40116.54404000001
2025-09-22T16:56:59Z,88016.9,54988.0,37896.38547,23675.586020000002,14220.799449999999
2025-09-22T16:57:59Z,53898.4,47733.4,23243.6212,20588.867449999998,2654.7537500000035
2025-09-22T16:58:59Z,78877.8,79785.09999999999,34036.85341,34425.28311,-388.4296999999933
2025-09-22T16:59:59Z,37402.1,39691.299999999996,16129.41213,17114.774479999996,-985.3623499999958
2025-09-22T17:00:59Z,270886.7,64873.20000000001,116945.68925,27997.646559999994,88948.04269
2025-09-22T17:01:59Z,52974.7,24408.0,22861.70292,10533.515929999998,12328.186990000002
2025-09-22T17:02:59Z,306371.4,472053.0,131773.85719,203043.86419,-71270.00699999998
2025-09-22T17:03:59Z,976705.0,468171.80000000005,420450.36478,201562.24256999994,218888.12221000006
2025-09-22T17:04:59Z,83410.6,97463.4,35921.26186,41988.635129999995,-6067.373269999996
2025-09-22T17:05:59Z,151490.8,138727.8,65302.39221,59782.76184,5519.630369999999
2025-09-22T17:06:59Z,199213.8,582240.7,85670.22297,250494.91939,-164824.69642
2025-09-22T17:07:59Z,95496.3,117587.09999999999,41143.73106,50656.23870000001,-9512.50764000001
2025-09-22T17:08:59Z,53998.0,87012.70000000001,23233.04287,37437.9586,-14204.915729999997
2025-09-22T17:09:59Z,76394.6,154492.9,32847.43443,66398.75550999999,-33551.32107999999
2025-09-22T17:10:59Z,354545.8,183771.3,152509.49265,79081.95439,73427.53826
2025-09-22T17:11:59Z,163467.9,125280.00000000003,70335.16966,53885.933820000006,16449.235839999994
2025-09-22T17:12:59Z,98802.3,64925.2,42571.57059,27969.42555,14602.145040000003
2025-09-22T17:13:59Z,149680.3,63733.20000000001,64544.89669,27475.807389999994,37069.08930000001
2025-09-22T17:14:59Z,79138.3,64116.59999999999,34116.27898,27641.204119999995,6475.074860000008
2025-09-22T17:15:59Z,39804.5,26803.399999999994,17155.39651,11551.377210000002,5604.019299999996
2025-09-22T17:16:59Z,224780.2,107063.0,96765.02553,46097.69324000001,50667.33228999999
2025-09-22T17:17:59Z,185452.1,39818.399999999994,79819.00789,17140.054470000003,62678.95341999999
2025-09-22T17:18:59Z,124410.8,38670.7,53669.40857,16678.682839999994,36990.725730000006
2025-09-22T17:19:59Z,124052.0,190319.8,53524.90929,82103.18169,-28578.272399999994
2025-09-22T17:20:59Z,150106.7,68030.69999999998,64839.18986,29384.622879999995,35454.56698
2025-09-22T17:21:59Z,686948.5,282141.6,297215.0352,122148.06959999999,175066.9656
2025-09-22T17:22:59Z,407372.6,141698.70000000007,176536.82829,61407.74273,115129.08556
2025-09-22T17:23:59Z,149211.3,152217.2,64699.5418,65990.78318999999,-1291.2413899999883
2025-09-22T17:24:59Z,48450.1,287536.4,20981.70169,124616.91781999999,-103635.21612999999
2025-09-22T17:25:59Z,90116.3,223155.40000000002,39021.97158,96668.62058,-57646.649000000005
2025-09-22T17:26:59Z,295956.4,122836.29999999999,128255.59712,53242.552699999986,75013.04442000002
2025-09-22T17:27:59Z,90717.5,74121.79999999999,39326.04636,32133.270060000003,7192.776299999998
2025-09-22T17:28:59Z,91549.2,73770.3,39682.40891,31992.275170000008,7690.13373999999
2025-09-22T17:29:59Z,74276.3,324836.5,32176.80031,140689.93409,-108513.13378
2025-09-22T17:30:59Z,216292.2,92646.5,93605.17941,40127.159950000016,53478.01945999998
2025-09-22T17:31:59Z,97613.0,76130.5,42255.85782,32963.80741,9292.050409999996
2025-09-22T17:32:59Z,283812.2,71217.70000000001,122838.35273,30847.29862,91991.05411
2025-09-22T17:33:59Z,141785.3,256684.2,61302.05966,110970.45964000002,-49668.39998000002
2025-09-22T17:34:59Z,86564.2,65521.40000000001,37350.67821,28275.70383,9074.97438
2025-09-22T17:35:59Z,132108.5,41164.5,57010.51067,17760.452479999993,39250.05819000001
2025-09-22T17:36:59Z,415236.5,149097.59999999998,179329.52362,64401.654290000006,114927.86932999999
2025-09-22T17:37:59Z,238178.2,122510.0,103202.19043,53063.462989999985,50138.72744000002
2025-09-22T17:38:59Z,206896.4,119572.4,89709.5721,51814.47833999999,37895.09376000002
2025-09-22T17:39:59Z,51320.6,88467.5,22212.79139,38293.629850000005,-16080.838460000006
2025-09-22T17:40:59Z,42895.6,16586.9,18574.8335,7183.16289,11391.670610000001
2025-09-22T17:41:59Z,119526.7,175366.8,51746.21201,75884.65138,-24138.439369999993
2025-09-22T17:42:59Z,68133.0,29884.199999999997,29496.40906,12939.605650000001,16556.80341
2025-09-22T17:43:59Z,38043.6,44714.9,16469.06013,19353.08596,-2884.0258299999987
2025-09-22T17:44:59Z,49685.0,47987.2,21492.04575,20755.482979999997,736.5627700000041
2025-09-22T17:45:59Z,295431.5,126501.09999999998,127901.71434,54751.84951999999,73149.86482000002
2025-09-22T17:46:59Z,40966.5,44839.100000000006,17741.92343,19419.13907,-1677.2156400000022
2025-09-22T17:47:59Z,65083.4,55189.799999999996,28196.58864,23905.68432,4290.9043200000015
2025-09-22T17:48:59Z,14384.6,79562.59999999999,6232.92975,34470.17587,-28237.24612
2025-09-22T17:49:59Z,59870.0,134230.5,25923.91522,58121.941510000004,-32198.026290000005
2025-09-22T17:50:59Z,39231.2,20903.600000000006,16996.12721,9057.186680000003,7938.940529999996
2025-09-22T17:51:59Z,42574.4,118300.9,18420.34186,51209.037549999994,-32788.69568999999
2025-09-22T17:52:59Z,42505.3,15858.799999999996,18400.49139,6865.593410000001,11534.897979999998
2025-09-22T17:53:59Z,25113.4,33496.9,10865.79255,14492.33939,-3626.546839999999
2025-09-22T17:54:59Z,35555.9,20955.0,15384.99162,9068.77865,6316.2129700000005
2025-09-22T17:55:59Z,45081.5,171623.1,19496.12685,74207.81104,-54711.68419
2025-09-22T17:56:59Z,75316.7,54472.90000000001,32563.41374,23555.247659999997,9008.166080000003
2025-09-22T17:57:59Z,53971.3,12018.899999999994,23355.39779,5201.50375,18153.89404
2025-09-22T17:58:59Z,19516.6,30574.4,8451.16042,13237.399099999999,-4786.238679999999
2025-09-22T17:59:59Z,40610.0,11917.199999999997,17582.12836,5159.613580000001,12422.514779999998
2025-09-22T18:00:59Z,75160.5,111859.79999999999,32530.78256,48401.169669999996,-15870.387109999996
2025-09-22T18:01:59Z,63359.7,22699.90000000001,27430.5552,9824.180779999999,17606.37442
2025-09-22T18:02:59Z,145527.2,85605.19999999998,62998.30666,37066.90371,25931.402950000003
2025-09-22T18:03:59Z,58324.5,33839.899999999994,25250.60533,14649.748059999998,10600.85727
2025-09-22T18:04:59Z,109499.9,53117.100000000006,47435.11495,23004.51587999999,24430.59907000001
2025-09-22T18:05:59Z,77492.7,57499.40000000001,33540.60466,24885.34766,8655.256999999998
2025-09-22T18:06:59Z,21602.8,9093.2,9349.06218,3935.0924699999996,5413.969710000001
2025-09-22T18:07:59Z,35614.3,62893.3,15419.89932,27227.82341,-11807.92409
2025-09-22T18:08:59Z,185985.2,50254.29999999999,80588.31352,21776.55803,58811.755489999996
2025-09-22T18:09:59Z,67369.8,9023.0,29196.54729,3910.3499400000037,25286.197349999995
2025-09-22T18:10:59Z,108215.7,134546.5,46932.06291,58336.85546,-11404.792549999998
2025-09-22T18:11:59Z,77728.1,64387.69999999998,33693.73518,27921.082909999997,5772.652270000006
2025-09-22T18:12:59Z,44742.9,73772.0,19402.1874,31994.2758,-12592.0884
2025-09-22T18:13:59Z,62778.0,65920.7,27222.1477,28572.87188,-1350.7241799999974
2025-09-22T18:14:59Z,46231.8,6408.799999999996,20034.11037,2776.9420800000007,17257.168289999998
2025-09-22T18:15:59Z,28602.2,22816.899999999998,12391.13392,9881.1672,2509.9667200000004
2025-09-22T18:16:59Z,296409.4,62276.09999999998,128224.69821,26947.78302999999,101276.91518000001
2025-09-22T18:17:59Z,52350.1,129364.1,22665.57471,56021.70105,-33356.12634
2025-09-22T18:18:59Z,121715.2,26272.40000000001,52722.84356,11377.608789999998,41345.23477
2025-09-22T18:19:59Z,101684.1,118133.69999999998,44060.95216,51183.97052,-7123.018360000002
2025-09-22T18:20:59Z,18494.5,51513.8,8003.1159,22288.91557,-14285.79967
2025-09-22T18:21:59Z,18638.3,43017.2,8058.63899,18596.34955,-10537.71056
2025-09-22T18:22:59Z,189953.5,72110.1,82191.44534,31203.74399999999,50987.701340000014
2025-09-22T18:23:59Z,161906.9,41163.0,70155.1063,17830.568069999994,52324.538230000006
2025-09-22T18:24:59Z,87891.1,34924.09999999999,38093.45626,15138.627270000005,22954.828989999995
2025-09-22T18:25:59Z,4905.2,37379.600000000006,2123.79184,16186.58232,-14062.79048
2025-09-22T18:26:59Z,130284.5,21215.79999999999,56388.87291,9183.822779999995,47205.05013
2025-09-22T18:27:59Z,25880.3,50026.899999999994,11219.22932,21681.12292,-10461.893600000001
2025-09-22T18:28:59Z,27416.0,65079.5,11864.41709,28161.38566,-16296.968569999999
2025-09-22T18:29:59Z,40018.6,31688.9,17317.18617,13712.587639999998,3604.598530000003
2025-09-22T18:30:59Z,18634.1,75141.79999999999,8067.16002,32531.986800000002,-24464.826780000003
2025-09-22T18:31:59Z,75428.3,56860.7,32671.76603,24631.015720000003,8040.750309999996
2025-09-22T18:32:59Z,33737.3,19852.0,14607.96231,8597.938659999998,6010.023650000003
2025-09-22T18:33:59Z,17878.1,49631.299999999996,7748.45031,21518.45829,-13770.007979999998
2025-09-22T18:34:59Z,56746.4,200786.30000000002,24603.03409,87012.60918,-62409.57509
2025-09-22T18:35:59Z,96683.5,22244.100000000006,41943.38032,9650.216600000007,32293.16371999999
2025-09-22T18:36:59Z,24948.2,28873.600000000002,10814.75057,12516.183140000001,-1701.4325700000009
2025-09-22T18:37:59Z,25289.4,118197.1,10963.18476,51225.904259999996,-40262.71949999999
2025-09-22T18:38:59Z,89177.4,16152.100000000006,38612.31736,6993.252549999997,31619.064810000003
2025-09-22T18:39:59Z,20915.7,11156.599999999999,9061.656,4831.08749,4230.568510000001
2025-09-22T18:40:59Z,88847.2,22548.600000000006,38501.94762,9773.649669999999,28728.29795
2025-09-22T18:41:59Z,30066.8,44567.899999999994,13030.82808,19309.93038,-6279.102300000002
2025-09-22T18:42:59Z,19168.1,50769.9,8298.19451,21977.81334,-13679.618830000001
2025-09-22T18:43:59Z,34797.0,34457.0,15056.69864,14905.89651,150.80213000000003
2025-09-22T18:44:59Z,44009.0,50059.899999999994,19047.31404,21663.663749999996,-2616.349709999995
2025-09-22T18:45:59Z,448952.8,246969.89999999997,194073.91974,106747.03183999998,87326.88790000003
2025-09-22T18:46:59Z,103556.7,269840.39999999997,44764.05095,116615.67647,-71851.62552
2025-09-22T18:47:59Z,69795.9,105699.20000000001,30184.44961,45700.54731000001,-15516.09770000001
2025-09-22T18:48:59Z,88825.1,24270.399999999994,38432.66413,10501.263630000001,27931.400499999996
2025-09-22T18:49:59Z,6077.0,30861.199999999997,2629.86984,13355.29564,-10725.4258
2025-09-22T18:50:59Z,21762.4,66939.5,9411.57752,28946.15369,-19534.57617
2025-09-22T18:51:59Z,41761.3,65025.399999999994,18057.84425,28118.31816,-10060.47391
2025-09-22T18:52:59Z,31544.5,176113.3,13618.32314,76050.16172999999,-62431.83858999999
2025-09-22T18:53:59Z,12241.4,68530.6,5285.59998,29581.055460000003,-24295.455480000004
2025-09-22T18:54:59Z,95470.7,82282.3,41198.08181,35500.82041,5697.261400000003
2025-09-22T18:55:59Z,185667.3,322902.0,80089.7922,139226.18006,-59136.38786000002
2025-09-22T18:56:59Z,39865.0,86872.0,17193.73461,37470.39094,-20276.656329999998
2025-09-22T18:57:59Z,37359.3,45414.3,16129.84529,19604.57426,-3474.728970000002
2025-09-22T18:58:59Z,37208.6,293182.80000000005,16038.84991,126424.84859999998,-110385.99868999998
2025-09-22T18:59:59Z,15717.2,50956.3,6774.14781,21955.137880000002,-15180.990070000002
2025-09-22T19:00:59Z,156874.9,172354.80000000002,67595.54428,74232.33893,-6636.794649999996
2025-09-22T19:01:59Z,58299.4,91280.5,25117.49468,39328.15423,-14210.65955
2025-09-22T19:02:59Z,49150.7,124744.7,21184.00895,53728.34675,-32544.337799999998
2025-09-22T19:03:59Z,21983.6,65840.5,9468.88034,28357.260599999998,-18888.380259999998
2025-09-22T19:04:59Z,12225.1,86450.5,5263.95872,37229.72794,-31965.76922
2025-09-22T19:05:59Z,106857.5,121582.0,45975.40139,52302.2632,-6326.861810000002
2025-09-22T19:06:59Z,130835.6,30463.399999999994,56358.17228,13119.572840000008,43238.59943999999
2025-09-22T19:07:59Z,273487.2,68608.09999999998,117760.93045,29545.295679999996,88215.63477
2025-09-22T19:08:59Z,57308.1,25437.799999999996,24663.97117,10947.884349999997,13716.086820000004
2025-09-22T19:09:59Z,39376.0,29555.100000000006,16944.06172,12715.694969999997,4228.366750000005
2025-09-22T19:10:59Z,29052.3,92352.8,12513.14494,39789.11056,-27275.965620000003
2025-09-22T19:11:59Z,10078.1,90069.59999999999,4340.74306,38791.32776,-34450.5847
2025-09-22T19:12:59Z,9746.3,40518.600000000006,4197.15868,17447.11179,-13249.953109999999
2025-09-22T19:13:59Z,32077.2,115129.00000000001,13810.04756,49548.222760000004,-35738.175200000005
2025-09-22T19:14:59Z,8403.2,77929.90000000001,3618.98605,33555.34209,-29936.35604
2025-09-22T19:15:59Z,55289.2,57791.3,23828.70308,24903.21548,-1074.5123999999996
2025-09-22T19:16:59Z,88153.3,479099.3,37909.65049,206006.72522,-168097.07473
2025-09-22T19:17:59Z,86330.3,35356.09999999999,37171.46476,15213.007589999994,21958.45717000001
2025-09-22T19:18:59Z,31449.9,216023.80000000002,13550.95814,93075.47153,-79524.51339
2025-09-22T19:19:59Z,67995.7,20003.40000000001,29306.63508,8613.85918,20692.7759
2025-09-22T19:20:59Z,17627.0,106578.7,7603.06057,45964.08391,-38361.02334
2025-09-22T19:21:59Z,70232.3,42747.399999999994,30296.7393,18436.644249999998,11860.095050000004
2025-09-22T19:22:59Z,16256.7,50664.90000000001,7008.85201,21835.57804,-14826.726030000002
2025-09-22T19:23:59Z,15091.8,51086.899999999994,6500.46295,21989.64731,-15489.18436
2025-09-22T19:24:59Z,125308.0,83543.70000000001,53969.42987,35993.470330000004,17975.959539999996
2025-09-22T19:25:59Z,161317.2,237209.8,69588.84594,102334.36467000001,-32745.51873000001
2025-09-22T19:26:59Z,223218.0,46233.70000000001,96156.47415,19919.124580000003,76237.34956999999
2025-09-22T19:27:59Z,37099.9,246123.80000000002,15967.97187,105884.28925,-89916.31738000001
2025-09-22T19:28:59Z,76273.1,175495.5,32806.76111,75457.47318,-42650.71207
2025-09-22T19:29:59Z,3753.2,69459.5,1614.08133,29868.5982,-28254.51687
2025-09-22T19:30:59Z,168074.6,147567.69999999998,72231.44584,63413.96870999999,8817.477130000014
2025-09-22T19:31:59Z,123929.2,214210.59999999998,53228.98222,92020.27288,-38791.290660000006
2025-09-22T19:32:59Z,48058.8,492847.00000000006,20618.11024,211379.21122,-190761.10098
2025-09-22T19:33:59Z,229780.1,66992.6,98609.33833,28747.209969999996,69862.12836
2025-09-22T19:34:59Z,228140.1,250056.69999999998,97837.20755,107210.22298,-9373.01543
2025-09-22T19:35:59Z,307477.4,1130317.6,131676.09941,483627.66417999996,-351951.56476999994
2025-09-22T19:36:59Z,1226902.9,1528519.2000000002,524369.00531,653274.4499,-128905.44458999997
2025-09-22T19:37:59Z,153421.1,580294.9,65651.50057,248368.29642,-182716.79585
2025-09-22T19:38:59Z,134325.7,123036.19999999998,57542.35265,52680.187130000006,4862.165519999995
2025-09-22T19:39:59Z,91510.7,104049.7,39228.59374,44598.59739000001,-5370.003650000013
2025-09-22T19:40:59Z,79868.3,159778.40000000002,34265.76946,68522.51079999999,-34256.741339999986
2025-09-22T19:41:59Z,61647.6,78874.0,26470.92644,33859.221959999995,-7388.295519999996
2025-09-22T19:42:59Z,62046.8,39733.59999999999,26600.76271,17037.45816,9563.30455
2025-09-22T19:43:59Z,272549.2,205651.7,116883.57795,88176.98390999998,28706.594040000025
2025-09-22T19:44:59Z,1456006.1,652912.2999999998,624579.28478,279960.88589000003,344618.39888999995
2025-09-22T19:45:59Z,150728.5,589440.5,64608.46175,252553.1934,-187944.73164999997
2025-09-22T19:46:59Z,299000.0,339331.4,127984.81133,145223.78967000003,-17238.97834000003
2025-09-22T19:47:59Z,107063.0,76906.9,45846.86275,32942.766619999995,12904.096130000005
2025-09-22T19:48:59Z,118185.4,183150.69999999998,50548.45185,78337.34809,-27788.896240000002
2025-09-22T19:49:59Z,119733.1,130140.79999999999,51223.57715,55672.107579999996,-4448.530429999999
2025-09-22T19:50:59Z,566159.8,397600.19999999995,242417.41548,170206.60468000002,72210.81079999998
2025-09-22T19:51:59Z,107973.3,42698.90000000001,46158.82265,18250.589549999997,27908.233100000005
2025-09-22T19:52:59Z,241674.6,65620.9,103488.93315,28101.190850000014,75387.74229999998
2025-09-22T19:53:59Z,128946.8,108209.99999999999,55209.32952,46332.25666,8877.07286
2025-09-22T19:54:59Z,192721.9,63964.70000000001,82565.78961,27414.425379999986,55151.36423000002
2025-09-22T19:55:59Z,65785.5,58028.5,28178.17637,24857.99594,3320.1804300000003
2025-09-22T19:56:59Z,93934.8,60821.3,40210.91753,26036.40176,14174.515769999998
2025-09-22T19:57:59Z,64820.7,151436.5,27725.49692,64764.94558,-37039.448659999995
2025-09-22T19:58:59Z,55498.3,126973.7,23724.27938,54292.842039999996,-30568.562659999996
2025-09-22T19:59:59Z,241373.8,304324.7,103180.24635,130002.41625000001,-26822.169900000008
2025-09-22T20:00:59Z,142483.0,170860.2,60984.42422,73127.73872000001,-12143.314500000008
2025-09-22T20:01:59Z,69421.0,54992.8,29701.75211,23530.75316,6170.998950000001
2025-09-22T20:02:59Z,77123.2,86522.40000000001,32987.25195,37008.570360000005,-4021.318410000007
2025-09-22T20:03:59Z,40576.7,36650.600000000006,17360.03068,15677.853350000001,1682.1773299999986
2025-09-22T20:04:59Z,133559.9,393274.1,57177.48438,168293.74026,-111116.25587999998
2025-09-22T20:05:59Z,232500.1,218466.30000000002,99608.42593,93681.11106,5927.314870000002
2025-09-22T20:06:59Z,22916.2,49345.0,9822.51069,21147.78392,-11325.273230000003
2025-09-22T20:07:59Z,71503.1,65257.600000000006,30635.25825,27961.423260000003,2673.8349899999957
2025-09-22T20:08:59Z,31195.4,58296.4,13379.47456,25002.02446,-11622.5499
2025-09-22T20:09:59Z,53739.2,38456.8,23040.19826,16486.45354,6553.744720000002
2025-09-22T20:10:59Z,242693.6,736056.9,104090.36356,315661.71392,-211571.35036
2025-09-22T20:11:59Z,216229.6,82507.69999999998,92893.26199,35448.29195,57444.97004
2025-09-22T20:12:59Z,251942.1,129338.30000000002,108292.20942,55595.83572,52696.3737
2025-09-22T20:13:59Z,51390.7,168042.0,22075.98717,72186.95467,-50110.967500000006
2025-09-22T20:14:59Z,62214.3,47518.2,26737.6039,20415.841670000005,6321.762229999993
2025-09-22T20:15:59Z,73752.5,18287.699999999997,31710.45303,7860.713,23849.74003
2025-09-22T20:16:59Z,16706.8,102108.3,7177.70342,43878.045150000005,-36700.34173000001
2025-09-22T20:17:59Z,37676.6,44682.799999999996,16166.89859,19179.39983,-3012.501239999998
2025-09-22T20:18:59Z,118779.5,17649.5,50983.57213,7571.52319,43412.04894
2025-09-22T20:19:59Z,57824.2,26248.300000000003,24835.90154,11273.07299,13562.828549999998
2025-09-22T20:20:59Z,7586.0,36339.5,3257.20944,15604.583260000001,-12347.37382
2025-09-22T20:21:59Z,31444.9,64043.49999999999,13489.53686,27474.77835,-13985.24149
2025-09-22T20:22:59Z,13660.0,19275.800000000003,5864.28864,8273.45521,-2409.1665700000003
2025-09-22T20:23:59Z,120484.0,55094.0,51788.03004,23676.765140000003,28111.264899999995
2025-09-22T20:24:59Z,28634.9,55389.49999999999,12295.18499,23796.485589999997,-11501.300599999997
2025-09-22T20:25:59Z,119722.5,16607.899999999994,51391.46551,7129.6153699999995,44261.85014
2025-09-22T20:26:59Z,26506.3,44832.59999999999,11376.55122,19245.19582,-7868.644600000001
2025-09-22T20:27:59Z,13176.3,18732.600000000002,5659.50446,8048.008610000001,-2388.5041500000007
2025-09-22T20:28:59Z,69176.9,94470.0,29741.89488,40609.97179,-10868.076910000003
2025-09-22T20:29:59Z,13378.3,42492.899999999994,5750.65847,18265.87341,-12515.21494
2025-09-22T20:30:59Z,116876.2,38400.2,50305.999,16535.18894,33770.81006
2025-09-22T20:31:59Z,52140.6,163803.19999999998,22456.44817,70555.5831,-48099.13493
2025-09-22T20:32:59Z,279780.5,279946.30000000005,120725.42434,120764.82424000002,-39.39990000001853
2025-09-22T20:33:59Z,219001.6,111733.19999999998,94613.18278,48246.8658,46366.31698
2025-09-22T20:34:59Z,151080.5,42437.0,65348.65617,18354.308260000005,46994.34791
2025-09-22T20:35:59Z,184147.0,45334.899999999994,79684.89725,19617.77403,60067.123219999994
2025-09-22T20:36:59Z,167268.6,258297.49999999997,72400.52103,111774.95481,-39374.43377999999
2025-09-22T20:37:59Z,130770.7,27434.199999999997,56578.80735,11867.958509999997,44710.848840000006
2025-09-22T20:38:59Z,141142.8,78747.20000000001,61078.11431,34101.68974000001,26976.42456999999
2025-09-22T20:39:59Z,265804.2,214840.3,115102.03372,93018.02802,22084.00570000001
